exercise,mc_cabe_without_main,mc_cabe_main,IF,SWITCH,ASSIGNMENT,BLOCK,RETURN,FOR,FORENHANCED,WHILE,DOWHILE,BREAK,OBJECTCREATION,DECLARATION,DECLARATIONFRAGMENT,INFIX,PREFIX,POSTFIX,PREPOSTFIXINCDEC,PREPOSTFIXINCDECFOR,CAST,METHODINVOCATION,CONDITIONAL,SIMPLENAME,IMPORT,BOOLEANLITERAL,NULLLITERAL,CHARACTERLITERAL,NUMBERLITERAL,STRINGLITERAL,TYPELITERAL,THIS,PRIMITIVETYPE,SIMPLETYPE,ARRAYTYPE,ARRAYACCESS,ARRAYCREATION,ARRAYINITIALIZER,METHODDECLARATION,FUNCTIONDECLARATION,MAINDECLARATION,FIELDDECLARATION,STATICFIELDDECLARATION,TYPEDECLARATION,LONGCOMMENT,INVOCATION,FUNCTIONINVOCATION,PASSEDARGUMENTS,FIELDACCESS
ExerciseOne,2,3,0,0,5,5,0,3,0,0,0,0,0,2,4,3,0,0,0,3,0,3,0,35,0,0,0,0,16,0,0,0,7,1,3,6,1,0,1,0,1,0,0,1,0,3,0,3,4
